AREA_NM,AREA_CONGEST_LVL,AREA_CONGEST_MSG,AREA_PPLTN_MIN,AREA_PPLTN_MAX,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,NON_RESNT_PPLTN_RATE,REPLACE_YN,PPLTN_TIME,ROAD_MSG,ROAD_TRAFFIC_IDX,ROAD_TRFFIC_TIME,ROAD_TRAFFIC_SPD,ACDNT_CNTRL_CNT,WEATHER_TIME,TEMP,SENSIBLE_TEMP,MAX_TEMP,MIN_TEMP,HUMIDITY,WIND_DIRCT,WIND_SPD,PRECIPITATION,PRECPT_TYPE,PCP_MSG,SUNRISE,SUNSET,UV_INDEX_LVL,UV_INDEX,UV_MSG,PM25_INDEX,PM25,PM10_INDEX,PM10,AIR_IDX,AIR_IDX_MVL,AIR_IDX_MAIN,AIR_MSG,NEWS_LIST
창동 신경제 중심지,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,26000,28000,41.8,58.2,0.3,11.3,16.1,15.4,16.3,17.1,13.9,9.7,24.9,75.1,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,18,0,2023-03-30 11:51,18.3,19.5,20,3,25,ENE,3.4,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,52,보통,74,보통,87,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
DMC(디지털미디어시티),보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,26000,28000,50.0,50.0,0.1,2.4,25.7,30.2,23.1,11.4,4.8,2.2,42.1,57.9,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,23,0,2023-03-30 11:51,17.6,19.5,20,5,28,S,1.2,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,55,보통,80,나쁨,147,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",
가산디지털단지역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,42000,44000,58.4,41.6,0.0,0.9,23.6,29.3,22.7,14.6,6.6,2.3,42.4,57.6,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,21,0,2023-03-30 11:51,16.9,18.7,19,6,25,N,1.4,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,40,보통,80,나쁨,128,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",
강남역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,62000,64000,48.0,52.0,0.2,3.0,27.7,28.6,19.6,11.6,6.0,3.3,28.3,71.7,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,15,0,2023-03-30 11:51,18.2,19.9,21,5,28,SSE,1.8,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,42,보통,80,보통,98,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
건대입구역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,43.5,56.5,0.1,3.5,29.7,18.0,16.1,14.0,10.7,7.9,22.5,77.5,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,19,0,2023-03-30 11:51,17.3,18.6,21,5,27,ESE,2.5,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,21,보통,46,보통,77,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
고속터미널역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,12000,14000,35.3,64.7,0.0,1.9,16.7,22.5,20.3,17.7,13.6,7.4,19.1,80.9,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,19,0,2023-03-30 11:51,17.9,19.7,20,5,30,S,1.5,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,42,보통,80,보통,98,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
교대역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,16000,18000,51.3,48.7,0.1,2.8,18.9,27.3,21.8,14.6,8.7,5.8,34.7,65.3,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,19,0,2023-03-30 11:51,18.2,19.9,21,5,28,SSE,1.8,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,42,보통,80,보통,98,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
구로디지털단지역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,38000,40000,54.4,45.6,0.1,0.8,24.2,30.7,24.1,12.8,5.2,2.1,41.8,58.2,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,20,0,2023-03-30 11:51,16.9,18.7,19,6,25,N,1.4,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,40,보통,80,나쁨,128,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",
서울역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,20000,22000,51.4,48.6,0.0,0.5,17.1,29.2,26.6,16.1,7.6,2.9,38.5,61.5,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,17,0,2023-03-30 11:51,18,19.5,20,5,32,ESE,2.1,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,34,보통,58,나쁨,120,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",
선릉역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,58000,60000,52.4,47.6,0.1,2.2,19.6,29.9,22.0,13.5,8.2,4.4,38.5,61.5,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,16,0,2023-03-30 11:51,18.2,19.9,21,5,28,SSE,1.8,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,25,보통,54,보통,81,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
신도림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,38.3,61.7,0.0,4.2,19.0,18.0,16.8,15.6,14.3,12.2,11.6,88.4,N,2023-03-30 11:15,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-30 11:45,27,0,2023-03-30 11:51,17.3,19.2,20,5,20,SE,1.3,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,32,보통,66,나쁨,135,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",
신림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,48.8,51.2,0.0,2.9,29.1,19.3,15.4,13.0,12.0,8.4,20.5,79.5,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,16,0,2023-03-30 11:51,17.3,19.2,20,5,20,SE,1.3,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,39,보통,77,보통,97,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,18000,20000,40.8,59.2,0.1,5.9,42.7,16.0,11.5,11.7,7.1,4.9,20.7,79.3,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,16,0,2023-03-30 11:51,15.8,17.2,20,6,39,S,2,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,38,보통,70,보통,97,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
왕십리역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8500,9000,44.4,55.6,0.0,13.1,30.6,15.6,12.3,12.4,8.9,7.1,18.6,81.4,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:50,19,0,2023-03-30 11:51,17.3,18.6,21,5,27,ESE,2.5,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,24,보통,54,보통,81,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
역삼역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,38000,40000,56.5,43.5,0.0,0.7,24.3,34.8,22.9,10.1,4.5,2.6,42.8,57.2,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:50,16,8,2023-03-30 11:51,18.2,19.9,21,5,28,SSE,1.8,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,25,보통,54,보통,81,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
연신내역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5500,6000,42.1,57.9,0.6,3.0,17.3,16.0,14.1,17.9,14.9,16.3,20.9,79.1,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:50,15,0,2023-03-30 11:51,17.1,18.8,20,4,26,ESE,1.6,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,52,보통,79,나쁨,109,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",
용산역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,55.6,44.4,0.1,2.3,19.0,23.9,21.7,16.3,10.0,6.8,30.1,69.9,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:50,23,0,2023-03-30 11:51,17.3,18.6,20,6,27,ESE,2.5,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,39,보통,75,나쁨,101,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",
