AREA_NM,AREA_CONGEST_LVL,AREA_CONGEST_MSG,AREA_PPLTN_MIN,AREA_PPLTN_MAX,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,NON_RESNT_PPLTN_RATE,REPLACE_YN,PPLTN_TIME,ROAD_MSG,ROAD_TRAFFIC_IDX,ROAD_TRFFIC_TIME,ROAD_TRAFFIC_SPD,ACDNT_CNTRL_CNT,WEATHER_TIME,TEMP,SENSIBLE_TEMP,MAX_TEMP,MIN_TEMP,HUMIDITY,WIND_DIRCT,WIND_SPD,PRECIPITATION,PRECPT_TYPE,PCP_MSG,SUNRISE,SUNSET,UV_INDEX_LVL,UV_INDEX,UV_MSG,PM25_INDEX,PM25,PM10_INDEX,PM10,AIR_IDX,AIR_IDX_MVL,AIR_IDX_MAIN,AIR_MSG,NEWS_LIST
DMC(디지털미디어시티),여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,51.3,48.7,0.2,4.6,25.3,27.8,21.3,12.7,5.5,2.6,21.9,78.1,N,2023-02-21 21:50,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 22:25,22,0,2023-02-21 22:01,-2.1,0.9,3,-6,44,ESE,0.5,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,11,좋음,23,보통,53.0,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
가산디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,59.3,40.7,0.2,3.0,25.2,26.8,21.3,14.5,6.6,2.4,20.5,79.5,N,2023-02-21 21:50,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 22:25,24,0,2023-02-21 22:01,-0.2,0.5,3,-5,41,ESE,1.7,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,13,보통,32,좋음,50.0,PM-10,대기질에 이상이 없어요.,
강남역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,46000,48000,51.9,48.1,0.1,9.1,38.4,24.8,15.2,8.0,3.1,1.3,8.6,91.4,N,2023-02-21 21:50,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 22:25,17,0,2023-02-21 22:01,-0.9,0.2,4,-5,43,ESE,1.4,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,15,좋음,29,보통,51.0,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
건대입구역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,18000,20000,47.9,52.1,0.1,11.1,45.2,15.7,10.2,8.5,5.4,3.8,17.6,82.4,N,2023-02-21 21:50,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 22:25,20,0,2023-02-21 22:01,-0.2,0.7,4,-5,41,ESE,1.6,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,18,보통,33,좋음,50.0,PM-2.5,대기질에 이상이 없어요.,
고속터미널역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,6500,7000,49.9,50.1,0.1,12.2,24.5,19.6,17.7,14.6,7.9,3.4,8.1,91.9,N,2023-02-21 21:50,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 22:25,22,0,2023-02-21 22:01,-3.2,-0.8,3,-6,63,ESE,0.7,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,15,좋음,29,보통,51.0,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
교대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8000,8500,58.2,41.8,0.1,5.0,21.9,24.5,22.7,15.5,7.6,2.7,11.0,89.0,N,2023-02-21 21:50,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 22:25,19,0,2023-02-21 22:01,-0.9,0.2,4,-5,43,ESE,1.4,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,15,좋음,29,보통,51.0,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
구로디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,57.5,42.5,0.1,2.7,25.9,27.9,21.0,13.1,5.8,3.5,21.0,79.0,N,2023-02-21 21:50,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 22:25,21,0,2023-02-21 22:01,-0.2,0.5,3,-5,41,ESE,1.7,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,13,보통,32,좋음,50.0,PM-10,대기질에 이상이 없어요.,
서울역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,55.7,44.3,0.1,4.8,22.4,24.4,22.0,15.8,7.6,2.8,9.6,90.4,N,2023-02-21 21:50,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 22:25,20,0,2023-02-21 22:01,-1.9,-0.2,4,-6,46,SE,1,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,점검중,0,점검중,0,점검중,점검중,,원본 시스템 서비스 점검중입니다.,
선릉역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,26000,28000,54.5,45.5,0.2,6.1,22.2,26.3,22.8,13.3,6.5,2.6,17.6,82.4,N,2023-02-21 21:50,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 22:25,16,0,2023-02-21 22:01,-0.9,0.2,4,-5,43,ESE,1.4,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,17,보통,34,보통,53.0,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
신도림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,44.3,55.7,0.6,11.0,25.4,22.1,20.8,11.5,6.4,2.2,14.2,85.8,N,2023-02-21 21:50,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 22:25,24,0,2023-02-21 22:01,-2.5,-0.4,3,-6,35,SE,0.8,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,16,좋음,30,좋음,48.0,PM-10,대기질에 이상이 없어요.,
신림역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,14000,16000,52.1,47.9,0.1,6.8,44.7,23.4,11.2,7.4,4.6,1.9,17.9,82.1,N,2023-02-21 21:50,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 22:25,16,0,2023-02-21 22:01,-2.5,-0.4,3,-6,35,SE,0.8,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,21,보통,40,보통,51.0,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,22000,24000,46.0,54.0,0.0,12.7,53.4,15.8,7.5,6.0,2.9,1.6,17.9,82.1,N,2023-02-21 21:50,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 22:25,18,0,2023-02-21 22:01,-0.5,1.1,3,-6,44,SE,1.1,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,16,보통,34,보통,56.0,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
왕십리역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9000,9500,47.6,52.4,0.1,8.5,43.6,17.7,11.6,8.8,5.5,4.1,24.1,75.9,N,2023-02-21 21:50,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 22:25,18,0,2023-02-21 22:01,-0.2,0.7,4,-5,41,ESE,1.6,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,15,보통,35,보통,53.0,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
역삼역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,58.7,41.3,0.1,2.7,26.8,30.4,22.1,10.8,5.1,2.0,16.0,84.0,N,2023-02-21 21:50,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 22:25,15,0,2023-02-21 22:01,-0.9,0.2,4,-5,43,ESE,1.4,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,17,보통,34,보통,53.0,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
연신내역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,6500,7000,49.5,50.5,0.2,10.4,31.4,19.2,12.6,12.7,8.1,5.4,20.2,79.8,N,2023-02-21 21:50,해당 장소로 이동·진입시 시간이 오래 걸릴 수 있어요.,정체,2023-02-21 22:25,14,0,2023-02-21 22:01,-5.5,0.3,4,-7,64,N,0.1,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,21,보통,40,보통,56.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
용산역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7000,7500,52.3,47.7,0.3,5.0,26.9,24.5,18.8,13.0,7.7,3.7,17.4,82.6,N,2023-02-21 21:50,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 22:25,24,0,2023-02-21 22:01,-0.2,0.7,3,-6,41,ESE,1.6,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,20,보통,37,보통,52.0,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
