AREA_NM,AREA_CONGEST_LVL,AREA_CONGEST_MSG,AREA_PPLTN_MIN,AREA_PPLTN_MAX,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,NON_RESNT_PPLTN_RATE,REPLACE_YN,PPLTN_TIME,ROAD_MSG,ROAD_TRAFFIC_IDX,ROAD_TRFFIC_TIME,ROAD_TRAFFIC_SPD,ACDNT_CNTRL_CNT,WEATHER_TIME,TEMP,SENSIBLE_TEMP,MAX_TEMP,MIN_TEMP,HUMIDITY,WIND_DIRCT,WIND_SPD,PRECIPITATION,PRECPT_TYPE,PCP_MSG,SUNRISE,SUNSET,UV_INDEX_LVL,UV_INDEX,UV_MSG,PM25_INDEX,PM25,PM10_INDEX,PM10,AIR_IDX,AIR_IDX_MVL,AIR_IDX_MAIN,AIR_MSG,NEWS_LIST
DMC(디지털미디어시티),여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,48.8,51.2,0.2,6.5,26.7,26.9,19.6,11.8,5.6,2.7,24.6,75.4,N,2023-02-21 22:30,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 23:05,23,0,2023-02-21 22:01,-2.1,0.9,3,-6,44,ESE,0.5,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,11,좋음,23,보통,53.0,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
가산디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,60.6,39.4,0.1,3.1,25.9,26.1,19.4,14.5,7.6,3.3,26.9,73.1,N,2023-02-21 22:30,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-02-21 23:05,25,0,2023-02-21 22:01,-0.2,0.5,3,-5,41,ESE,1.7,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,13,보통,32,좋음,50.0,PM-10,대기질에 이상이 없어요.,
강남역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,36000,38000,51.2,48.8,0.1,9.5,38.2,25.4,14.5,7.4,3.5,1.5,11.8,88.2,N,2023-02-21 22:30,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 23:05,19,0,2023-02-21 22:01,-0.9,0.2,4,-5,43,ESE,1.4,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,15,좋음,29,보통,51.0,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
건대입구역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,16000,18000,46.7,53.3,0.1,11.6,45.9,15.7,9.3,8.1,5.4,3.8,21.1,78.9,N,2023-02-21 22:30,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 23:05,21,0,2023-02-21 22:01,-0.2,0.7,4,-5,41,ESE,1.6,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,18,보통,33,좋음,50.0,PM-2.5,대기질에 이상이 없어요.,
고속터미널역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4500,5000,53.3,46.7,0.3,12.0,24.4,17.5,19.3,14.4,8.0,4.1,11.6,88.4,N,2023-02-21 22:30,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-02-21 23:05,26,0,2023-02-21 22:01,-3.2,-0.8,3,-6,63,ESE,0.7,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,15,좋음,29,보통,51.0,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
교대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7000,7500,56.0,44.0,0.0,5.2,26.1,24.3,20.5,14.5,6.3,2.9,13.3,86.7,N,2023-02-21 22:30,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 23:05,21,0,2023-02-21 22:01,-0.9,0.2,4,-5,43,ESE,1.4,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,15,좋음,29,보통,51.0,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
구로디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9500,10000,58.2,41.8,0.1,2.5,26.2,28.3,20.2,13.2,5.9,3.5,26.7,73.3,N,2023-02-21 22:30,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 23:05,20,0,2023-02-21 22:01,-0.2,0.5,3,-5,41,ESE,1.7,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,13,보통,32,좋음,50.0,PM-10,대기질에 이상이 없어요.,
서울역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,54.1,45.9,0.2,3.1,23.1,26.5,19.8,15.3,8.9,3.0,13.5,86.5,N,2023-02-21 22:30,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 23:05,20,0,2023-02-21 22:01,-1.9,-0.2,4,-6,46,SE,1,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,점검중,0,점검중,0,점검중,점검중,,원본 시스템 서비스 점검중입니다.,
선릉역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,22000,24000,54.9,45.1,0.2,7.0,22.3,26.1,22.7,12.4,6.3,3.0,21.6,78.4,N,2023-02-21 22:30,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 23:05,18,0,2023-02-21 22:01,-0.9,0.2,4,-5,43,ESE,1.4,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,17,보통,34,보통,53.0,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
신도림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,41.7,58.3,0.5,11.0,30.0,22.1,20.1,8.6,5.6,2.1,12.9,87.1,N,2023-02-21 22:30,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-02-21 23:05,25,0,2023-02-21 22:01,-2.5,-0.4,3,-6,35,SE,0.8,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,16,좋음,30,좋음,48.0,PM-10,대기질에 이상이 없어요.,
신림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,53.6,46.4,0.1,7.2,45.1,23.0,10.8,7.1,4.5,2.1,20.4,79.6,N,2023-02-21 22:30,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 23:05,18,0,2023-02-21 22:01,-2.5,-0.4,3,-6,35,SE,0.8,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,21,보통,40,보통,51.0,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,18000,20000,46.4,53.6,0.0,12.3,53.2,15.9,7.8,6.0,2.9,1.9,22.5,77.5,N,2023-02-21 22:30,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 23:05,18,0,2023-02-21 22:01,-0.5,1.1,3,-6,44,SE,1.1,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,16,보통,34,보통,56.0,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
왕십리역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7500,8000,48.9,51.1,0.2,8.4,44.4,16.5,10.6,9.4,6.1,4.4,30.8,69.2,N,2023-02-21 22:30,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 23:05,19,0,2023-02-21 22:01,-0.2,0.7,4,-5,41,ESE,1.6,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,15,보통,35,보통,53.0,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
역삼역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,57.1,42.9,0.1,2.6,26.6,31.5,20.9,10.7,5.4,2.2,19.4,80.6,N,2023-02-21 22:30,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 23:05,17,0,2023-02-21 22:01,-0.9,0.2,4,-5,43,ESE,1.4,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,17,보통,34,보통,53.0,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
연신내역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5500,6000,50.0,50.0,0.1,10.3,30.7,19.3,12.7,12.9,8.1,5.8,24.9,75.1,N,2023-02-21 22:30,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-02-21 23:05,16,0,2023-02-21 22:01,-5.5,0.3,4,-7,64,N,0.1,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,21,보통,40,보통,56.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
용산역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5500,6000,53.3,46.7,0.4,6.4,25.1,22.1,19.4,13.5,8.8,4.3,23.4,76.6,N,2023-02-21 22:30,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-02-21 23:05,26,0,2023-02-21 22:01,-0.2,0.7,3,-6,41,ESE,1.6,-,없음,비 또는 눈 소식이 없어요.,07:16,18:16,3,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,20,보통,37,보통,52.0,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
